Key,English [en-GB],French,German,Spanish
Consoles/TUTORIAL_1_SELECT_BOTTOM_GRAB_AND_GO_TITLE,Select the bottom half of Grab and Go,"Sélectionnez l'action inférieure de la carte Pas Vu, Pas Pris",Wähle die untere Hälfte von Schnelle Beute.,Selecciona la mitad inferior de A la saca.
Consoles/TUTORIAL_1_SELECT_DOOR_HEX_TITLE,Select the highlighted doorway hex,Sélectionnez l'hexagone de la porte (en surbrillance),Wähle das markierte Türfeld.,Selecciona el hexágono de puerta destacado.
Consoles/TUTORIAL_1_SELECT_GRAB_AND_GO_TITLE,Select Grab and Go,"Sélectionnez Pas Vu, Pas Pris","Wähle ""Schnelle Beute"".",Selecciona A la saca.
Consoles/TUTORIAL_1_SELECT_NEXT_HEX_BANDIT_TITLE,Select the highlighted hex next to the Bandit,Sélectionnez l'hexagone indiqué en surbrillance à côté du Bandit,Wähle das markierte Feld neben dem Banditen.,Selecciona el hexágono destacado que hay junto al bandido.
Consoles/TUTORIAL_1_SELECT_TOP_AND_BOTTOM_ACTION_MESSAGE,"For example, here you can choose either the top half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and the bottom half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>...","Par exemple, vous pouvez choisir l'action supérieure de la carte <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Piétinement</color></font></b></nobr> puis l'action inférieure de la carte <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pas Vu, Pas Pris</color></font></b></nobr>...","Hier kannst du zum Beispiel entweder die obere Hälfte von <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trampeln</color></font></b></nobr> und die untere Hälfte von <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Schnelle Beute</color></font></b></nobr> wählen ...","Por ejemplo, aquí puedes elegir entre la mitad superior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Pisotear</color></font></b></nobr> y la parte inferior de <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>A la saca</color></font></b></nobr>..."
Consoles/TUTORIAL_1_SELECT_TOP_OF_TRAMPLE_TITLE,Select the top half of Trample,Sélectionnez l'action supérieure de la carte Piétinement,Wähle die obere Hälfte von Trampeln.,Selecciona la mitad superior de Pisotear.
Consoles/TUTORIAL_1_SELET_TRAMPLE_TITLE,Select Trample,Sélectionnez Piétinement,"Wähle ""Trampeln"".",Selecciona Pisotear.
Consoles/TUTORIAL_1_USE_ACTION_INFO_MESSAGE,"Now it is the <color=#a06e4b><b>Brute</b></color>'s turn, time to choose some <color=#FADC99><b>actions</b></color>. Each half of a card represents an <color=#FADC99><b>action</b></color>, comprised of one or more <color=#FADC99><b>abilities</b></color>.
You get to use two <color=#FADC99><b>actions</b></color> per turn, and you can pick any of the four card halves on the left to use as your first <color=#FADC99><b>action</b></color> – but note that you must then use the opposite side of the other card for your second.","Maintenant que c'est au tour de la <color=#a06e4b><b>Brute</b></color>, vous devez choisir ses <color=#FADC99><b>actions</b></color>. Chaque moitié de carte représente une <color=#FADC99><b>action</b></color>, comprenant une ou plusieurs <color=#FADC99><b>capacités</b></color>.","Jetzt ist der <color=#a06e4b><b>Barbar</b></color> an der Reihe, also kannst du ein paar <color=#FADC99><b>Aktionen</b></color> auswählen. Jede Kartenhälfte steht für eine <color=#FADC99><b>Aktion</b></color>, die aus einer oder mehr <color=#FADC99><b>Fertigkeiten</b></color> besteht.","Ahora es el turno del <color=#a06e4b><b>Salvaje</b></color>, así que elige tus <color=#FADC99><b>acciones</b></color>. Cada mitad de una carta representa una <color=#FADC99><b>acción</b></color>, que estará compuesta de una o más <color=#FADC99><b>capacidades</b></color>."
Consoles/TUTORIAL_1_VIEW_CONTROLS_MESSAGE,"Before we get to the action, you’ll want to acquaint yourself with how to adjust your view of the battlefield, so let’s go over the camera controls.
<align=center><b>L-stick</b><color=#CCCCCC> - Pan camera</color>
<line-height=20%>
<line-height=100%><b>R-stick left/right</b><color=#CCCCCC> - Rotate camera left/right</color>
<line-height=20%>
<line-height=100%><b>Right-stick top/down</b><color=#CCCCCC> - Zoom camera in/out

You can also rotate the camera by dragging your mouse with the middle mouse button held.</color></align>

</color>Try them out now and press Continue when you're ready to move on.","Avant de plonger dans l'action, je vous conseille de vous familiariser avec les commandes qui vous permettront d'ajuster votre vision du champ de bataille.","Bevor wir in die Vollen gehen, solltest du dich damit vertraut machen, wie du deinen Blick auf das Schlachtfeld anpassen kannst. Sehen wir uns also mal die Kamerasteuerung an.","Antes de pasar a la acción, supongo que querrás saber cómo ajustar la vista del campo de batalla. Repasemos los controles de la cámara."
Consoles/TUTORIAL_1_VIEW_CONTROLS_MESSAGE_CONTROLLER,"Before we get to the action, you’ll want to acquaint yourself with how to adjust your view of the battlefield, so let’s go over the camera controls.
<align=center><b>L-stick</b><color=#CCCCCC> - Pan camera</color>
<line-height=20%>
<line-height=100%><b>R-stick left/right</b><color=#CCCCCC> - Rotate camera left/right</color>
<line-height=20%>
<line-height=100%><b>Right-stick top/down</b><color=#CCCCCC> - Zoom camera in/out

You can also rotate the camera by dragging your mouse with the middle mouse button held.</color></align>

</color>Try them out now and press Continue when you're ready to move on.","Avant de plonger dans l'action, vous avez tout intérêt à vous familiariser avec les commandes qui vous permettront d'ajuster votre vision du champ de bataille.
<align=center><b>Stick G</b><color=#CCCCCC> - Déplacer la caméra</color>
<line-height=20%>
<line-height=100%><b>Stick D gauche/droite</b><color=#CCCCCC> - Tourner la caméra vers la gauche ou la droite</color>
<line-height=20%>
<line-height=100%><b>Stick D haut/bas</b><color=#CCCCCC> - Zoomer vers l'avant ou vers l'arrière

Vous pouvez également orienter la caméra en déplaçant la souris tout en maintenant son bouton central.</color></align>

</color>Testez ces différentes commandes et appuyez sur Continuer pour passer à la suite.","Bevor wir in die Vollen gehen, solltest du dich damit vertraut machen, wie du deinen Blick auf das Schlachtfeld anpassen kannst. Sehen wir uns also mal die Kamerasteuerung an.
<align=center><b>Linker Stick</b><color=#CCCCCC>: Kamera schwenken</color>
<line-height=20%>
<line-height=100%><b>Rechter Stick links/rechts</b><color=#CCCCCC>: Kamera nach links/rechts drehen</color>
<line-height=20%>
<line-height=100%><b>Rechter Stick hoch/runter</b><color=#CCCCCC>: Heran-/herauszoomen

Du kannst die Kamera auch drehen, indem du die mittlere Maustaste gedrückt hältst und dabei die Maus bewegst.</color></align>

</color>Versuch's mal, und drücke Fortfahren, wenn du weitermachen willst.","Antes de pasar a la acción, supongo que querrás saber cómo ajustar la vista del campo de batalla. Repasemos los controles de la cámara.
<align=center><b>Joystick izquierdo</b><color=#CCCCCC>: Mover la cámara</color>
<line-height=20%>
<line-height=100%><b>Joystick derecho a izquierda/derecha</b><color=#CCCCCC>: Girar la cámara a izquierda o derecha</color>
<line-height=20%>
<line-height=100%><b>Joystick derecho arriba/abajo</b><color=#CCCCCC>: Acercar o alejar la cámara

También puedes girar la cámara si arrastras el ratón mientras mantienes pulsado el botón central.</color></align>

</color>Prueba a usarlos y pulsa en Continuar cuando quieras ir al siguiente paso."
Consoles/TUTORIAL_1_WELCOME_MESSAGE,"Welcome, guildmaster! I'm the Guild <b>Trainer</b>, and I'm here to guide you through setting up your own mercenary Guild. Let's start with you guiding the <color=#a06e4b><b>Brute</b></color> through this first tutorial.","Bienvenue, maître de guilde ! En tant que <b>Mentor</b>, je suis ici pour vous aider à fonder votre propre guilde de mercenaires. Commençons par aider cette <color=#a06e4b><b>Brute</b></color> dans ce premier didacticiel.","Willkommen, Gildenmeister! Ich bin der <b>Trainer</b> der Gilde und ich will dir zeigen, wie du deine eigene Söldnergilde aufstellst. Fangen wir damit an, dass du den <color=#a06e4b><b>Barbaren</b></color> durch dieses erste Tutorial führst.","¡Saludos, maestro de la hermandad! Soy quien <b>entrena</b> a esta hermandad y he venido a ayudarte a montar tu propia Hermandad de Mercenarios. En este primer tutorial, empezaremos por presentarte al <color=#a06e4b><b>Salvaje</b></color>."
Consoles/TUTORIAL_2_AVOID_DAMAGE_INFO_MESSAGE,"With only a single hit point remaining, any amount of damage getting through will cause the Brute to become <b><color=#FADC99><link=""Glossary_Exhausted"">exhausted</link></color></b>. As such, you will have to avoid any incoming damage by <b><color=#FADC99><link=""Glossary_Lost"">burn</link></color></b>ing cards.","Comme la Brute n'a plus que 1 point de vie, si elle subit le moindre dégât supplémentaire, elle se retrouvera <b><color=#FADC99><link=""Glossary_Exhausted"">épuisée</link></color></b>. Vous allez donc devoir éviter tous les dégâts en <b><color=#FADC99><link=""Glossary_Lost"">détruisant</link></color></b> des cartes.","Da er nur noch einen einzigen Trefferpunkt besitzt, wird jeder weitere Schaden den Barbaren <b><color=#FADC99><link=""Glossary_Exhausted"">erschöpfen</link></color></b>. Daher musst du sämtlichen eingehenden Schaden vermeiden, indem du Karten <b><color=#FADC99><link=""Glossary_Lost"">verbrennst</link></color></b>.","Como al Salvaje solo le queda un único punto de vida, cualquier cantidad de daño que reciba hará que quede <b><color=#FADC99><link=""Glossary_Exhausted"">agotado</link></color></b>. Por lo tanto, tendrás que evitar todo el daño recibido <b><color=#FADC99><link=""Glossary_Lost"">quemando</link></color></b> cartas."
Consoles/TUTORIAL_2_BANDIT_DIDNT_DIE_MESSAGE,"Nice work on not dying, but the objective was to kill the <nobr><color=#C53F3F><b>Bandit Archer <link=""Glossary_Elite"">Elite</link></b></color></nobr>. Perhaps there's an ability card you could use with an <nobr><b><color=#FADC99><link=""Glossary_Attack"">Attack</link></color></b> <sprite name=Attack></nobr> that will do enough damage in one go? Have another try.","Vous avez réussi à ne pas mourir, ce qui est déjà quelque chose, mais votre objectif consistait à tuer l'<nobr><color=#C53F3F><b>Archer Bandit <link=""Glossary_Elite"">d'élite</link></b></color></nobr>. Il existe peut-être une carte de capacité que vous pourriez utiliser en même temps qu'une <nobr><b><color=#FADC99><link=""Glossary_Attack"">attaque</link></color></b> <sprite name=Attack></nobr> pour lui infliger suffisamment de dégâts d'un seul coup. Réessayez, pour voir.","Du bist zwar nicht besiegt, aber das eigentliche Ziel war, den <nobr><color=#C53F3F><b><link=""Glossary_Elite"">Elite</link>-Banditenschützen</b></color></nobr> zu töten. Gibt es vielleicht eine Fertigkeitskarte, die du mit einem <nobr><b><color=#FADC99><link=""Glossary_Attack"">Angriff</link></color></b> <sprite name=Attack></nobr> verbinden kannst, der mit einem Mal genug Schaden verursacht? Versuche es noch einmal!","Muy bien, has conseguido sobrevivir, pero el objetivo consistía en matar a la <nobr><color=#C53F3F><b>Arquera bandido <link=""Glossary_Elite"">de élite</link></b></color></nobr>. ¿Qué tal si pruebas a usar una carta de Capacidad con un <nobr><b><color=#FADC99><link=""Glossary_Attack"">Ataque</link></color></b> <sprite name=Attack></nobr> que inflija el daño suficiente en un solo golpe? Inténtalo de nuevo."
Consoles/TUTORIAL_2_BURN_CARD_TO_AVOID_DAMAGE,Burn a card to avoid the damage,Détruisez une carte pour éviter ces dégâts,"Verbrenne eine Karte, um den Schaden zu vermeiden.",Quema una carta para evitar el daño.
Consoles/TUTORIAL_2_DIDNT_LOOT_CHEST_MESSAGE,"What about <b><color=#FADC99><link=""Glossary_Loot"">Loot</link></color></b>ing the chest? It may sound painful, but you'll have to step on that trap to reach it next time.","Et si vous alliez <b><color=#FADC99><link=""Glossary_Loot"">piller</link></color></b> ce coffre ? Je sais que cela s'annonce douloureux, mais vous n'aurez d'autre choix que de marcher sur ce piège, la prochaine fois.","Wie wäre es, wenn du die Truhe <b><color=#FADC99><link=""Glossary_Loot"">erbeutest</link></color></b>? Es klingt vielleicht schmerzhaft, aber du musst auf die Falle treten, um die Truhe in deinem nächsten Zug zu erreichen.","¿Qué tal si tratas de <b><color=#FADC99><link=""Glossary_Loot"">saquear</link></color></b> el cofre? Puede parecer doloroso, pero tendrás que colocarte en esa trampa si quieres abrirlo la próxima vez."
Consoles/TUTORIAL_2_DIDNT_LOOT_GOLD_MESSAGE,Mercenaries that leave gold behind don't tend to be particularly successful; remember to end the turn on gold when you have the opportunity!,Les mercenaires qui abandonnent de l'or derrière eux finissent rarement par s'enrichir. N'oubliez pas de finir votre tour sur l'or quand vous en avez la possibilité !,"Söldner, die Gold zurücklassen, haben selten eine goldene Karriere vor sich. Vergiss nicht, deinen Zug auf Gold zu beenden, wenn du die Möglichkeit hast.",Los mercenarios que se olvidan del oro no suelen tener mucha suerte. ¡No olvides finalizar el turno encima del oro siempre que puedas!
Consoles/TUTORIAL_2_DIES_TO_TRAP_MESSAGE,"Ouch! A <color=#FADC99><b>Short Rest</b></color> is great when you need some cards immediately, but lacks the healing component of a <b><color=#FADC99>Long Rest</color></b>... Be sure to select the right rest next time!","Ouille ! Un <color=#FADC99><b>repos court</b></color> est un excellent choix s'il vous faut récupérer des cartes immédiatement, mais il ne vous permet pas de vous soigner, contrairement au <b><color=#FADC99>repos long</color></b>. La prochaine fois, faites le bon choix !","Autsch! Eine <color=#FADC99><b>kurze Rast</b></color> ist angebracht, wenn du auf die Schnelle ein paar Karten brauchst, allerdings fehlt die Heilung einer <b><color=#FADC99>langen Rast</color></b> ... Achte darauf, das nächste Mal die geeignete Rast auszuwählen!","¡Ay! Un <color=#FADC99><b>descanso corto</b></color> es estupendo para conseguir cartas de inmediato, pero no tiene la facultad curativa del <b><color=#FADC99>descanso largo</color></b>... ¡Asegúrate de escoger el descanso correcto la próxima vez!"
Consoles/TUTORIAL_2_DIE_TO_ARCHER_MESSAGE,"Whoops. The <b><color=#A06E4B>Brute</color></b> had only one hit point remaining which means you couldn’t afford to take any more damage... Try again, but this time choose to <b><color=#FADC99><link=""Glossary_Lost"">burn</link></color></b> one of your available cards to avoid the damage.","Oups ! La <b><color=#A06E4B>Brute</color></b> n'avait plus qu'un seul point de vie, ce qui signifie que vous ne pouviez pas vous permettre de subir de dégâts. Réessayez mais, cette fois, n'hésitez pas à <b><color=#FADC99><link=""Glossary_Lost"">détruire</link></color></b> une de vos cartes disponibles pour éviter des dégâts.","Ups! Der <b><color=#A06E4B>Barbar</color></b> hatte nur noch einen Trefferpunkt übrig, weshalb du dir keinen weiteren Schaden mehr erlauben konntest ... Versuche es erneut, aber diesmal solltest du eine deiner verfügbaren Karten <b><color=#FADC99><link=""Glossary_Lost"">verbrennen</link></color></b>, um den Schaden zu vermeiden.","¡Vaya! Al <b><color=#A06E4B>Salvaje</color></b> solo le quedaba un punto de vida, así que no podía resistir ningún golpe más... Vuélvelo a intentar, pero, esta vez, <b><color=#FADC99><link=""Glossary_Lost"">quema</link></color></b> una de las cartas que tengas disponibles para evitar el daño."
